Meme,Data,Mes,Confiança,Coragem,Bondade,Justiça,Humildade,Gratidão,Família
IMG-20200720-WA0035.jpg,2020-07-20,julho,1,0,0,0,0,0,0
IMG-20200721-WA0040.jpg,2020-07-21,julho,0,0,1,0,0,0,0
IMG-20200721-WA0041.jpg,2020-07-21,julho,1,0,0,0,0,0,1
IMG-20200721-WA0042.jpg,2020-07-21,julho,0,1,0,0,0,1,0
IMG-20200721-WA0054.jpg,2020-07-21,julho,1,0,0,0,0,0,0
IMG-20200721-WA0057.jpg,2020-07-21,julho,1,0,0,0,0,0,0
IMG-20200721-WA0180.jpg,2020-07-21,julho,0,0,0,0,0,0,0
IMG-20200722-WA0010.jpg,2020-07-22,julho,0,0,0,0,0,0,0
IMG-20200722-WA0016.jpg,2020-07-22,julho,1,1,0,0,0,0,0
IMG-20200722-WA0021.jpg,2020-07-22,julho,1,0,1,0,0,1,0
IMG-20200722-WA0039.jpg,2020-07-22,julho,1,1,0,0,0,0,0
IMG-20200722-WA0050.jpg,2020-07-22,julho,1,0,0,0,0,0,0
IMG-20200722-WA0051.jpg,2020-07-22,julho,0,0,0,0,0,0,0
IMG-20200722-WA0052.jpg,2020-07-22,julho,1,0,0,0,0,0,0
IMG-20200723-WA0023.jpg,2020-07-23,julho,1,0,0,0,0,0,1
IMG-20200723-WA0054.jpg,2020-07-23,julho,1,0,0,0,0,0,0
IMG-20200724-WA0023.jpg,2020-07-24,julho,0,0,0,0,0,0,0
IMG-20200724-WA0037.jpg,2020-07-24,julho,1,1,0,0,0,0,0
IMG-20200724-WA0038.jpg,2020-07-24,julho,0,0,0,0,0,0,0
IMG-20200725-WA0014.jpg,2020-07-25,julho,1,0,0,0,0,0,0
IMG-20200725-WA0027.jpg,2020-07-25,julho,0,0,0,0,0,0,0
IMG-20200725-WA0036.jpg,2020-07-25,julho,1,1,0,0,0,0,0
IMG-20200725-WA0069.jpg,2020-07-25,julho,1,1,0,0,0,0,0
IMG-20200726-WA0001.jpg,2020-07-26,julho,1,0,0,0,0,0,0
IMG-20200726-WA0086.jpg,2020-07-26,julho,1,0,0,0,1,0,0
IMG-20200726-WA0107.jpg,2020-07-26,julho,0,1,0,0,0,0,0
IMG-20200727-WA0010.jpg,2020-07-27,julho,0,1,0,0,1,0,0
IMG-20200728-WA0022.jpg,2020-07-28,julho,0,0,0,0,0,0,0
IMG-20200728-WA0026.jpg,2020-07-28,julho,0,1,0,0,0,0,0
IMG-20200728-WA0038.jpg,2020-07-28,julho,1,0,0,0,0,0,0
IMG-20200728-WA0116.jpg,2020-07-28,julho,1,0,0,0,0,0,0
IMG-20200729-WA0033.jpg,2020-07-29,julho,0,1,0,0,0,0,0
IMG-20200729-WA0100.jpg,2020-07-29,julho,1,0,0,0,0,0,0
IMG-20200729-WA0141.jpg,2020-07-29,julho,0,0,0,0,0,1,0
IMG-20200730-WA0008.jpg,2020-07-30,julho,1,0,0,0,0,0,0
IMG-20200730-WA0014.jpg,2020-07-30,julho,0,0,0,0,0,0,0
IMG-20200730-WA0019.jpg,2020-07-30,julho,0,1,1,0,0,0,0
IMG-20200730-WA0020.jpg,2020-07-30,julho,0,1,1,0,0,0,0
IMG-20200730-WA0074.jpg,2020-07-30,julho,1,0,0,0,0,0,0
IMG-20200731-WA0035.jpg,2020-07-31,julho,1,0,0,1,0,0,0
IMG-20200731-WA0040.jpg,2020-07-31,julho,1,1,0,0,0,0,0
IMG-20200731-WA0055.jpg,2020-07-31,julho,1,0,0,0,0,0,0
IMG-20200731-WA0186.jpg,2020-07-31,julho,1,0,0,0,0,0,0
IMG-20200801-WA0002.jpg,2020-08-01,agosto,1,0,0,0,0,0,0
IMG-20200801-WA0057.jpg,2020-08-01,agosto,0,0,1,0,1,0,0
IMG-20200801-WA0063.jpg,2020-08-01,agosto,1,0,0,0,0,0,0
IMG-20200801-WA0066.jpg,2020-08-01,agosto,0,0,0,0,0,0,0
IMG-20200802-WA0018.jpg,2020-08-02,agosto,1,0,0,0,0,0,0
IMG-20200802-WA0025.jpg,2020-08-02,agosto,1,0,0,0,0,0,0
IMG-20200802-WA0070.jpg,2020-08-02,agosto,1,1,0,0,0,0,0
IMG-20200802-WA0071.jpg,2020-08-02,agosto,0,0,0,0,0,0,0
IMG-20200802-WA0072.jpg,2020-08-02,agosto,1,0,0,0,0,0,0
IMG-20200802-WA0113.jpg,2020-08-02,agosto,0,0,0,0,0,0,0
IMG-20200803-WA0108.jpg,2020-08-03,agosto,0,0,0,0,0,0,0
IMG-20200803-WA0217.jpg,2020-08-03,agosto,1,0,0,0,0,0,0
IMG-20200804-WA0106.jpg,2020-08-04,agosto,1,1,0,1,0,0,0
IMG-20200805-WA0054.jpg,2020-08-05,agosto,1,1,0,0,1,0,0
IMG-20200805-WA0165.jpg,2020-08-05,agosto,1,0,0,0,0,0,0
IMG-20200805-WA0219.jpg,2020-08-05,agosto,1,0,0,0,0,0,0
IMG-20200806-WA0022.jpg,2020-08-06,agosto,1,0,0,0,0,0,0
IMG-20200806-WA0035.jpg,2020-08-06,agosto,0,0,0,0,0,0,0
IMG-20200806-WA0213.jpg,2020-08-06,agosto,0,0,0,0,0,0,0
IMG-20200807-WA0016.jpg,2020-08-07,agosto,1,0,0,0,0,0,0
IMG-20200807-WA0101.jpg,2020-08-07,agosto,1,0,0,0,0,0,0
IMG-20200809-WA0027.jpg,2020-08-09,agosto,0,0,0,0,0,0,1
IMG-20200809-WA0055.jpg,2020-08-09,agosto,0,0,0,0,0,0,0
IMG-20200809-WA0058.jpg,2020-08-09,agosto,0,0,0,0,0,0,1
IMG-20200809-WA0059.jpg,2020-08-09,agosto,1,0,0,0,0,0,0
IMG-20200810-WA0020.jpg,2020-08-10,agosto,1,0,0,0,0,0,0
IMG-20200810-WA0031.jpg,2020-08-10,agosto,1,0,0,0,0,0,0
IMG-20200810-WA0040.jpg,2020-08-10,agosto,0,0,0,0,0,0,0
IMG-20200811-WA0019.jpg,2020-08-11,agosto,1,0,0,0,0,0,0
IMG-20200811-WA0031.jpg,2020-08-11,agosto,1,0,0,0,0,0,0
IMG-20200812-WA0066.jpg,2020-08-12,agosto,0,0,1,0,0,0,0
IMG-20200813-WA0010.jpg,2020-08-13,agosto,0,0,0,0,0,0,0
IMG-20200813-WA0012.jpg,2020-08-13,agosto,0,0,0,0,0,1,0
IMG-20200813-WA0097.jpg,2020-08-13,agosto,0,0,0,0,0,0,0
IMG-20200813-WA0098.jpg,2020-08-13,agosto,0,0,0,0,0,0,0
IMG-20200814-WA0049.jpg,2020-08-14,agosto,1,0,0,0,0,0,0
IMG-20200814-WA0050.jpg,2020-08-14,agosto,1,0,0,0,0,0,0
IMG-20200814-WA0062.jpg,2020-08-14,agosto,0,0,0,0,0,1,0
IMG-20200814-WA0082.jpg,2020-08-14,agosto,1,0,0,0,0,0,0
